#Uploaded_variation	Location	Allele	Gene	Feature	Feature_type	Consequence	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	Extra
.	17:86020977-86020979	-	MGP_AJ_G0015330	MGP_AJ_T0017594.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Six3os1;BIOTYPE=antisense;REF_ALLELE=GC;UPLOADED_ALLELE=GC/-;DISTANCE=453;STRAND=-1;SYMBOL_SOURCE=MGI
.	17:86020977-86020979	-	MGP_AJ_G0015330	MGP_AJ_T0017595.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Six3os1;BIOTYPE=antisense;REF_ALLELE=GC;UPLOADED_ALLELE=GC/-;DISTANCE=936;STRAND=-1;SYMBOL_SOURCE=MGI
.	17:86020977-86020979	-	MGP_AJ_G0015330	MGP_AJ_T0017596.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Six3os1;BIOTYPE=antisense;REF_ALLELE=GC;UPLOADED_ALLELE=GC/-;DISTANCE=937;STRAND=-1;SYMBOL_SOURCE=MGI
.	17:86020977-86020979	-	MGP_AJ_G0024047	MGP_AJ_T0048705.1	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Six3;BIOTYPE=protein_coding;REF_ALLELE=GC;UPLOADED_ALLELE=GC/-;DISTANCE=863;STRAND=1;SYMBOL_SOURCE=MGI
.	18:69358665-69358666	-	MGP_AJ_G0024513	MGP_AJ_T0050034.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Dcc;BIOTYPE=protein_coding;INTRON=1/28;REF_ALLELE=T;UPLOADED_ALLELE=T/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	18:69358665-69358666	-	MGP_AJ_G0024513	MGP_AJ_T0050035.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Dcc;BIOTYPE=protein_coding;INTRON=1/28;REF_ALLELE=T;UPLOADED_ALLELE=T/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	18:69358665-69358666	-	MGP_AJ_G0024513	MGP_AJ_T0050036.1	Transcript	intron_variant,non_coding_transcript_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Dcc;BIOTYPE=retained_intron;INTRON=1/1;REF_ALLELE=T;UPLOADED_ALLELE=T/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	19:26960528-26960529	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=T;UPLOADED_ALLELE=T/-
.	2:164268623-164268626	-	MGP_AJ_G0026863	MGP_AJ_T0059331.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Eya2;BIOTYPE=protein_coding;INTRON=5/15;REF_ALLELE=AGC;UPLOADED_ALLELE=AGC/-;STRAND=1;SYMBOL_SOURCE=MGI
.	2:164268623-164268626	-	MGP_AJ_G0026863	MGP_AJ_T0059332.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Eya2;BIOTYPE=protein_coding;INTRON=5/15;REF_ALLELE=AGC;UPLOADED_ALLELE=AGC/-;STRAND=1;SYMBOL_SOURCE=MGI
.	2:164268623-164268626	-	MGP_AJ_G0026863	MGP_AJ_T0059333.1	Transcript	intron_variant,non_coding_transcript_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Eya2;BIOTYPE=processed_transcript;INTRON=6/7;REF_ALLELE=AGC;UPLOADED_ALLELE=AGC/-;STRAND=1;SYMBOL_SOURCE=MGI
.	2:164268623-164268626	-	MGP_AJ_G0026863	MGP_AJ_T0059334.1	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Eya2;BIOTYPE=processed_transcript;REF_ALLELE=AGC;UPLOADED_ALLELE=AGC/-;DISTANCE=2633;STRAND=1;SYMBOL_SOURCE=MGI
.	3:86346479-86346480	-	MGP_AJ_G0027379	MGP_AJ_T0061771.1	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Fdps;BIOTYPE=protein_coding;REF_ALLELE=T;UPLOADED_ALLELE=T/-;DISTANCE=4882;STRAND=-1;SYMBOL_SOURCE=MGI
.	3:86346479-86346480	-	MGP_AJ_G0027379	MGP_AJ_T0061772.1	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Fdps;BIOTYPE=protein_coding;REF_ALLELE=T;UPLOADED_ALLELE=T/-;DISTANCE=4953;STRAND=-1;SYMBOL_SOURCE=MGI
.	3:86346479-86346480	-	MGP_AJ_G0027379	MGP_AJ_T0061776.1	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Fdps;BIOTYPE=protein_coding;REF_ALLELE=T;UPLOADED_ALLELE=T/-;DISTANCE=4989;STRAND=-1;SYMBOL_SOURCE=MGI
.	3:86346479-86346480	-	MGP_AJ_G0027379	MGP_AJ_T0061777.1	Transcript	upstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Fdps;BIOTYPE=retained_intron;REF_ALLELE=T;UPLOADED_ALLELE=T/-;DISTANCE=4950;STRAND=-1;SYMBOL_SOURCE=MGI
.	3:116126300-116126301	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=G;UPLOADED_ALLELE=G/-
.	4:148799963-148799964	-	MGP_AJ_G0029124	MGP_AJ_T0069506.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Camta1;BIOTYPE=protein_coding;INTRON=6/24;REF_ALLELE=C;UPLOADED_ALLELE=C/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	4:148799963-148799964	-	MGP_AJ_G0029124	MGP_AJ_T0069524.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Camta1;BIOTYPE=protein_coding;INTRON=6/22;REF_ALLELE=C;UPLOADED_ALLELE=C/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	4:148799963-148799964	-	MGP_AJ_G0029124	MGP_AJ_T0069525.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Camta1;BIOTYPE=protein_coding;INTRON=6/23;REF_ALLELE=C;UPLOADED_ALLELE=C/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	5:29551528-29551529	-	MGP_AJ_G0001418	MGP_AJ_T0001500.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;BIOTYPE=TEC;REF_ALLELE=G;UPLOADED_ALLELE=G/-;DISTANCE=1563;STRAND=1
.	5:29551528-29551529	-	MGP_AJ_G0029401	MGP_AJ_T0071059.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Ppp1cb;BIOTYPE=protein_coding;INTRON=1/7;REF_ALLELE=G;UPLOADED_ALLELE=G/-;STRAND=1;SYMBOL_SOURCE=MGI
.	5:29551528-29551529	-	MGP_AJ_G0029401	MGP_AJ_T0071060.1	Transcript	intron_variant,NMD_transcript_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Ppp1cb;BIOTYPE=nonsense_mediated_decay;INTRON=1/8;REF_ALLELE=G;UPLOADED_ALLELE=G/-;STRAND=1;SYMBOL_SOURCE=MGI
.	5:29551528-29551529	-	MGP_AJ_G0029401	MGP_AJ_T0071062.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Ppp1cb;BIOTYPE=protein_coding;INTRON=1/3;REF_ALLELE=G;UPLOADED_ALLELE=G/-;STRAND=1;SYMBOL_SOURCE=MGI
.	5:54502394-54502395	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=T;UPLOADED_ALLELE=T/-
.	5:116002753-116002754	-	MGP_AJ_G0029954	MGP_AJ_T0073886.1	Transcript	intron_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Nos1;BIOTYPE=protein_coding;INTRON=1/1;REF_ALLELE=T;UPLOADED_ALLELE=T/-;STRAND=1;SYMBOL_SOURCE=MGI
.	5:116002753-116002754	-	MGP_AJ_G0029954	MGP_AJ_T0073887.1	Transcript	intron_variant,non_coding_transcript_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Nos1;BIOTYPE=processed_transcript;INTRON=1/3;REF_ALLELE=T;UPLOADED_ALLELE=T/-;STRAND=1;SYMBOL_SOURCE=MGI
.	6:51235573-51235574	-	MGP_AJ_G0015610	MGP_AJ_T0018269.1	Transcript	intron_variant,non_coding_transcript_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=9130019P16Rik;BIOTYPE=antisense;INTRON=3/13;REF_ALLELE=T;UPLOADED_ALLELE=T/-;STRAND=-1;SYMBOL_SOURCE=MGI
.	6:52213022-52213023	-	MGP_AJ_G0030741	MGP_AJ_T0077765.1	Transcript	downstream_gene_variant	-	-	-	-	-	-	IMPACT=MODIFIER;SYMBOL=Aqp1;BIOTYPE=protein_coding;REF_ALLELE=T;UPLOADED_ALLELE=T/-;DISTANCE=3571;STRAND=1;SYMBOL_SOURCE=MGI
.	6:142377199-142377201	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=AC;UPLOADED_ALLELE=AC/-
.	7:5287217-5287217	A	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;UPLOADED_ALLELE=-/A
.	7:17546652-17546655	-	-	-	-	intergenic_variant	-	-	-	-	-	-	IMPACT=MODIFIER;REF_ALLELE=GAA;UPLOADED_ALLELE=GAA/-
